log_name,input_path,n_occurrences,n_types,n_singletons,singleton_share,xmin,xmax,n_fitted_types,fitted_type_share,fitted_occurrence_share,log_range,fit_valid,classification,best_other_distribution,alpha,KS_D,gof_p,n_success,n_failed,gof_kind
BPIC20_rfp,results/attachments/n6/BPIC20_rfp/attachments.csv.gz,16764,202,77,0.3811881188118812,1.0,,202,1.0,1.0,3.519434194913703,True,(1) >= 30 fitted types; (2) lower bounded power law not plausible (p<0.1); (3) alternatives inconclusive,stretched_exponential,1.4819574052370588,0.05146010276443125,0.0772,2500,0,refit_all_parameters
